NAME	DESCRIPTION	healthy_cd3_46	healthy_cd3_46_1	arg1_def_cd3_46	arg1_def_cd3_46_1
DLEU2L	1	5.68612455123158	5.41460606150729	5.29693455018109	5.70638718867799
LOC442676	1	4.73077608211803	5.04266160907753	4.93248719661912	4.99859047545156
SEC14L1	1	6.27237258150456	5.52671214502531	6.28956765273681	5.60598923185363
RCE1	1	5.08132026163014	5.62426770960467	5.53542954148599	5.64033439156701
LOC100128156	1	6.01925890997456	6.12088121342081	6.3883197355525	6.73598139070078
TCEA1	1	9.04005169590085	8.35807308188655	8.27940171505269	8.77000475681333
FOSB	1	8.79465275092276	6.16749930328985	5.53370183979397	6.19596238518289
CCNYL1	1	6.39141749876045	7.04914759466267	6.7969297271654	6.84450493415554
LOC728728	1	5.4961731969462	5.36013062150758	5.39958381845169	5.31175528945484
LOC440055	1	8.1514683987761	8.5483375432844	9.21464778890659	8.40142115757532
SAPS2	1	6.33008972280387	6.22601459487032	5.76161147634545	6.57744083172248
AP3S1	1	5.99061287130876	6.80806554965304	7.1292359614479	6.63165810216173
ARHGAP21	1	8.85398768986073	8.71345583650277	8.93635037569736	8.98159352666928
COIL	1	8.77612373512011	8.76076821174911	8.83001323907493	8.68653946011956
LOC643873	1	6.09131850811319	5.77077920196868	5.72126985990792	6.29496067736263
LOC283155	1	5.85573837475863	5.34318035009093	5.76312131323153	4.88986656333089
TUBA3D	1	8.00405923684913	8.4007639892229	8.04027130247636	7.99760848438046
TMEM60	1	5.64571552527635	6.46591486111162	6.88431387126569	6.85481861062461
LOC653066	1	5.68905966623719	4.82822244354367	5.023005071487	5.43036021561698
TFG	1	4.84529565643028	5.94803090395854	5.42157615156882	5.73938290589819
RNF125	1	4.85760833189288	5.52730253750522	6.40252912698812	6.70553116664565
CCNB1IP1	1	11.9967303399558	11.7457969309348	11.0850490057226	11.6981331136152
CCNB1IP1	1	7.02291951997007	7.2104000685297	7.4318696575564	7.20140897340425
LOC100130855	1	4.888571554726	4.95438423437278	5.02414551498189	5.27074705417142
P704P	1	7.42918355099004	8.24815347451798	8.42280955491607	7.76222665087501
CLN3	1	5.25628249302187	5.10307548416735	5.2978664000705	5.50366896182334
LOC652624	1	9.3946695535184	9.50107442581864	9.36154402979809	9.00115518890552
DDX6	1	6.91224506442452	7.87491167882517	7.42084726219177	8.02497360388715
STAT4	1	6.51216934320513	6.95176806193901	7.02260656470572	7.05780306732258
LOC644544	1	4.98444653850392	5.0345939519113	5.71410063888953	5.16492583854044
SMARCB1	1	4.74776133180407	5.35756071868914	5.25670973397165	5.04546426535708
SMARCB1	1	6.49016951510228	5.01999996726288	5.05458387760438	4.78435956823471
LOC389286	1	10.9371788149342	10.8126328624262	10.6955271769571	10.902384261882
C19orf31	1	13.6920210426585	13.7992580468939	13.6760064913236	13.7769755562699
LOC730820	1	6.8422670694803	6.59110219605827	6.62012000552486	6.8422670694803
SNW1	1	7.55702940924904	7.79474971459141	7.78346682236209	7.56336467525456
PRIM1	1	5.34872110731034	5.34751684746504	5.57541014910388	4.9706080578729
TFB2M	1	5.88178908516637	7.5243602632022	7.51094148028648	7.20277835248099
TFB2M	1	4.83550770202283	6.78701430696235	7.05750732598691	6.76224329276111
RABL3	1	5.08165466282615	5.15683982955791	5.05115678524804	5.29758919279349
PHB2	1	5.45297026055587	5.8723177657669	5.88905115643458	5.7976394925978
LOC647910	1	6.83449400433187	6.25382720186307	6.34975779149163	5.90976585906155
QPCT	1	4.68439527350017	4.99013894097522	4.97086303667623	5.27131830060974
QPCT	1	5.57925576523048	5.55864019780203	5.19988771325025	5.40802028597627
C7orf20	1	7.56074877093558	6.70180096770017	5.81294054157616	6.09748822747943
MGC42630	1	4.90011115187812	4.99177676170123	5.19507349802902	5.50980544002111
MAPK8IP2	1	7.20140897340425	6.94368272947866	6.82933165929495	6.34204283738126
CCDC74B	1	5.24450800378121	5.40882689300885	5.18732485387102	4.97016635985179
MEF2B	1	5.90771638352026	5.11730790702506	5.31910026173882	5.11483355920103
MMP17	1	6.76393531889535	6.92739653515341	5.71804721714447	5.89249282763259
LOC648763	1	4.84802373657637	5.07735007598686	5.29946763918352	4.86898848702028
PECAM1	1	5.25593027723087	5.17312566337811	5.19844998255958	5.68462210744196
PDHA1	1	9.2069858557388	8.9270332714886	8.9251221276054	9.00240373964315
SULT1A1	1	5.15874956252686	5.02268365343503	5.24528056660529	5.11628850774645
CASP3	1	6.27622562272341	6.59602564188747	6.65784758571954	6.31737844951498
HIBADH	1	5.18778292166907	6.36764619473924	6.51668066394025	7.0246389507179
GABARAPL1	1	5.429945556917	5.43422420670212	4.92803207052258	5.14325508302052
DDX46	1	5.00859265798438	4.89331756245927	4.88430326723276	4.89522996885581
LOC100129002	1	5.85476746838075	5.56524316986439	5.25217938886675	5.22385323124147
TFRC	1	5.58423983209315	5.64548635593638	6.15710441720821	5.75854244787364
AGPAT4	1	6.17263248663346	6.10215380702275	6.68829792804078	7.06012576161841
SLA2	1	11.2940203336322	11.2849787559647	10.9530538415038	11.0872672398227
DARS	1	8.1123145838432	8.21356480922672	8.5085878854429	8.15540921840905
LOC402175	1	5.22495815842846	5.20822089718625	5.85129844376853	5.61607460223787
ENTPD6	1	4.92615758106421	5.26948735597167	5.80629887059596	5.18571988358068
CD68	1	11.5799180973481	10.721805560621	10.9224052644665	11.3585204982412
CD68	1	7.94078555178961	8.28300064820374	6.37996829511135	6.62058940867627
LOC100134634	1	5.64534844171774	5.64571552527635	5.28575040133764	5.13141512728417
WDR77	1	4.94501082042692	6.1089210799387	6.66688829567749	6.49715127154684
CASP8	1	8.43547855048237	7.91374268841476	7.78419596258771	8.07874957593129
KCNRG	1	5.88539277881608	5.65276107138194	5.3486685515203	5.4440357381844
LOC339782	1	5.38246008309117	5.0774737898137	5.26746843863413	5.09315478220053
LOC389641	1	4.78624637104232	5.14010755997133	5.38629975358273	5.44929045987738
LOC653800	1	6.14600057783143	5.32934938193848	5.40841211355288	5.51895444481043
TCERG1	1	6.99148129078033	6.96445060796251	6.70116463803206	7.06958451214633
TCERG1	1	4.97140599356166	4.96319718337638	5.33264523300925	5.1841468408273
TCERG1	1	6.40930858352454	7.09992262773164	6.81351286896566	6.78598776717256
SNORD97	1	5.67990961333535	5.42015364032041	6.01979759192032	5.38026513713869
SOCS3	1	8.52352743914507	7.7627618680861	7.07652394330796	6.78883217025418
SMG7	1	7.50715965624857	7.85269764152902	7.60207832169739	7.93799005907603
SMG7	1	6.50149872053028	5.49096631671162	5.882881426193	6.75348831411313
ACSM3	1	5.77409404373984	4.8382739373718	4.8252787801752	4.78603196375938
DYNC1LI2	1	7.43006857391932	7.51397082689117	7.723848537189	7.52335166492876
HINFP	1	7.30862661605482	6.66104492475638	6.6628306396024	6.95176806193901
LOC646785	1	8.02497360388715	8.69711433888734	9.35658513242375	9.12681364476467
LOC646785	1	9.94132059902583	9.2243093309977	9.51364016038879	9.65172270880049
NUP188	1	4.86291291234171	6.08166737556855	6.04738903467385	5.91351902923741
SNORD49A	1	6.05746476776494	5.24042457414612	5.22105835806753	5.30426353451111
DACT3	1	4.76043744693631	5.15301113934281	4.93383861044919	5.57438785995511
RPS6KL1	1	6.0169620969536	5.58632905228288	5.74056168180396	5.7111878683276
TMEM88	1	5.94897606115724	5.37544067135178	5.0451668511111	5.19343267626068
LOC643012	1	5.19896075734371	5.04984660834226	5.14984821888741	5.13804280334758
MICAL1	1	6.21720642188459	6.14675275004185	7.02730467117968	5.86433994397257
IMPACT	1	9.81704466817118	8.78149154808378	8.65071088425947	8.90876849329603
ANKRD5	1	6.62737275116985	6.12821460001375	6.05653912365323	6.77180191105856
PRMT3	1	5.05073792643874	4.94400294891365	5.30540205928644	5.09099986197045
BTBD3	1	7.28792805336302	7.70421331002282	6.03427010152852	6.94262098857837
PDLIM5	1	5.68279742117063	5.53096148301411	5.87791916771913	6.24826185901334
RAB27A	1	7.04369675339351	7.36608894064724	7.63001351988344	7.55805040907102
ALOX5AP	1	6.80480236958354	6.21443022231306	6.23512062972754	6.23935502276852
SCARNA10	1	9.75934964635933	6.53978160531862	5.98242289322303	6.92181561234703
LOC647993	1	5.41362082173767	5.4083148642199	5.0586427314067	4.70860145283387
RDBP	1	7.34406490716456	6.08874829517102	7.10496189660513	7.03615551308423
TRAK2	1	5.07171557526707	7.40127061277518	6.9314321745183	7.21508541739098
QDPR	1	4.96471385789441	5.43527271151894	5.38870271161018	5.86723758620667
LOC641518	1	6.65012873303538	6.65520342364006	7.18683859028307	6.68440367326886
EPSTI1	1	6.6812655732559	7.14273533453092	6.57775640676136	5.36253683084057
PTPN1	1	6.3477504773834	6.77869802165164	6.51496624969445	6.50625168707071
GNAI1	1	6.61776346186511	5.28691605847444	6.08593181171654	7.01301350762516
C6orf130	1	6.95286812783599	7.45678744659267	7.89412899765729	7.7852921008898
INSC	1	5.15815113182804	5.73996578815412	5.20704924970069	5.34827368283171
LOC728484	1	9.78433135446816	9.71961247529759	9.88796700007224	9.89780713508726
PHF15	1	5.03597515417311	6.27100092220204	6.14301104948776	6.1848233251646
LOC644237	1	5.76257012928687	5.63738156282721	5.34666120631806	5.75313809697181
PRIM2	1	12.0677431634253	12.3846403981751	12.1262500470892	12.3542508169934
LOC728554	1	6.16749930328985	7.82441034009383	7.19879616222949	7.53703233139243
C17orf46	1	5.614130952209	5.22131161663869	5.39972480764722	5.00039706482149
UNC50	1	6.39376131040271	8.33120911182427	8.40628402755311	8.06425739291225
EPB41L1	1	5.20708656665244	5.06867540987829	5.31071304041258	4.7500491120148
BAG5	1	6.21841275756122	7.16137056037565	6.79042574729556	7.08237445451979
DCTN1	1	5.18087024685122	4.99199633039257	4.91454488205648	5.74943722468071
SENP5	1	4.92993720466686	5.2385728409032	5.51514842076387	5.78544493862461
ZNF167	1	4.87407159325206	5.0920366317034	5.55512017873392	5.41154964185293
MRPL40	1	4.7557783033988	5.65410512744035	5.42631402889493	5.79073811381357
PRSS22	1	5.79779198599759	5.21672167666301	5.33697068113913	5.07650969645566
CD69	1	10.5024426644051	11.2364864798604	11.3627037347196	11.2092835172895
TBCD	1	5.97134002745842	6.09674812453114	5.70669531280678	5.882768635353
MKNK2	1	7.70957481681086	7.48490517651205	7.38276496968211	7.48994877333498
LOC100134475	1	6.2632275143794	5.52982408723642	5.45414534583214	5.95253293462835
LOC645307	1	8.07070739477164	7.40746421340007	7.58805410648666	8.00937941039613
RXRB	1	6.52044514729011	6.89748828346232	6.73219210439322	6.98946739260045
SYNC1	1	4.77587329118238	5.56005452511662	6.07042199545616	6.38854039468114
RNF130	1	4.81935792385432	5.66422704222428	5.08074410013882	5.03421682985672
LOC391132	1	6.67097207676946	6.56113932755601	6.08715289166686	6.37339254983749
DMAP1	1	7.22405993756966	6.48237765820151	7.35620625640645	6.73104437797661
MAT2A	1	10.2528367266758	11.281389512433	11.2759291262368	11.0092215840288
RBM4	1	5.77175492114473	5.03316777691403	5.22495815842846	5.75276580097141
RBM4	1	8.7258993182027	6.76733843352623	7.1155480719658	6.30374219597248
SLBP	1	4.98679598534214	5.29010497262138	5.22166050073071	5.0345600297543
SLBP	1	6.32243581747206	6.9854022070518	6.7393378993564	7.11154713308305
LOC727753	1	5.04942731278442	4.88988756434045	4.95426086535971	4.97109678363275
RNF152	1	5.4992483324918	5.23404849326321	5.51339954768213	4.89216564665703
LOC730288	1	8.26681425976767	8.30093606603069	8.79915592393039	8.66900490089593
HERC1	1	5.58032997916947	6.73184730978969	7.00602000753571	7.07422567224949
LOC652054	1	5.50020791958728	4.96381683176674	5.32840252439906	5.19676336492986
LINS1	1	4.77023665048066	5.14926042361353	5.15100513866138	4.93724720962005
RB1	1	5.09343297861209	5.4271517049598	5.23569162422678	5.37913715023971
THAP1	1	4.68563726442562	5.6747877218404	5.4831738881447	6.26535370448238
DVL1	1	5.55942871443393	5.68565870478662	5.49280397668493	5.61047772472426
GTF3C6	1	5.24400369874839	5.69417248957614	5.51768679573586	6.02381122177738
GTF3C6	1	7.43776947214226	8.66783239190693	8.44500790763727	7.92780140678634
DDX51	1	11.8248746552781	12.0124428124865	12.075694823491	12.118419629358
UCHL3	1	6.42728403822418	6.66989992055927	6.52783071948296	6.62784554872084
BRD7P3	1	5.12609937065179	5.60970345732486	6.05144049656765	6.62392199594405
IL5RA	1	8.14976340970065	7.47121378733487	7.56207191988793	7.35308164816741
LRRC10	1	9.04761528200608	8.9483775474768	8.52045852571378	8.75363590212525
RANBP2L1	1	5.140229945766	5.31337651431838	5.45714198744362	5.28591584448812
ATP8A2	1	5.40140030433634	5.06676349970253	5.09095392129975	5.28000533301013
CUTA	1	8.37462755317504	7.97707005624115	8.21417599902221	7.91572417233247
MYO5B	1	4.89322971665964	4.97075593946153	5.10024006329259	5.33165183664198
C15orf57	1	6.9832379581531	6.61646630585883	7.16500802190142	7.31975140092964
BTG1	1	10.663571458926	10.8441644677939	10.8913850905485	10.721805560621
STRADB	1	4.87565295185176	4.95356169900308	4.97792946627511	5.31659312193308
FBXO11	1	9.45669110029502	9.79402001837337	9.53389464186423	9.51364016038879
FBXO11	1	5.54808964534502	6.164970142669	6.32418764819532	6.43132507305917
INPP4A	1	4.65474000314337	5.33427250603307	5.3127083801469	5.51070178068763
PABPC1	1	10.8332276398947	11.4829357365788	11.0872672398227	10.9642436130565
LOC650155	1	7.33098701970205	6.78665157204208	6.66789090887151	6.98617470994693
EIF2B4	1	5.71896245586777	6.50956920376587	6.00097790721239	6.55468478358814
LOC643792	1	5.2239127872576	5.09007925485082	5.34240798564699	5.2818118042582
FLJ38717	1	6.49715127154684	5.60940691295658	5.76257012928687	6.07678515175841
KRCC1	1	4.71721486564357	4.98457713486983	5.72472711562408	5.10838459890454
KRCC1	1	6.9135003459284	6.52872659669556	5.97231613206024	5.96694171687452
ITPKB	1	5.7805235081105	7.57813294111576	7.63809098740853	7.52722195205861
PTRH2	1	7.89412899765729	8.03261556827035	7.50007137465129	7.44195455178272
SPN	1	9.9400873172107	9.35745388429563	9.41570552925976	10.0593081007242
LOC641957	1	5.61867634103719	5.31095940032227	5.31559839074953	4.91086433149427
MYO18A	1	6.6947017350772	4.93096299200342	4.70525733908152	4.82963801456738
MYO18A	1	4.86061518611923	4.85478872445083	4.85386101604818	4.7539306908861
SMARCA5	1	8.8784299161018	8.94719275201866	8.60642178028523	8.72437667219084
MBD1	1	6.31057553517389	5.66249164679546	5.69605034950193	5.47508089123489
CGRRF1	1	4.79269149810314	4.96538151738548	5.23433533038758	4.8823824686246
ADD1	1	7.48666234300387	7.4283335809971	7.40087380821686	7.46341055344079
RNF20	1	8.10544127558222	6.97160091983658	6.84125850102935	6.86908605005162
ENTPD3	1	8.21642722093727	7.39186374224898	6.87562321249171	7.10847241760065
FAM69B	1	7.33768251040746	6.02800414069661	6.03378014359178	6.62552734872571
ADARB1	1	6.54337142585323	6.49611373212349	6.60077260503631	6.95205126924308
LOC100134816	1	6.62300896428781	6.75379320400351	6.92047072831783	7.27948287498617
EXOC5	1	5.14555454270963	5.26086668361328	5.35377384915603	5.37196882852252
IMPDH2	1	7.12333868582435	7.11362209532491	7.64158984661485	7.06224794465385
ZNF771	1	7.23591390669435	6.78488221900783	6.86423767847254	7.40280937432374
NFE2L3	1	4.99002511185867	5.71587281651548	5.82367552377343	6.22494486241749
SDCCAG3	1	4.93155173405034	5.10205995870861	5.39879267479573	5.10863611740464
SDCCAG3	1	5.38386983362293	5.16925041374893	5.5615925798292	5.39318916265241
CHRNA2	1	5.56307688013955	5.0602858681712	4.84015330008755	5.21052853114222
TTRAP	1	6.81485386702138	6.73435876355687	6.33173656286803	7.00007047965019
TTRAP	1	4.80671428313011	5.51612975843253	5.68482118339971	5.46442590284065
MSL2	1	6.36650075387595	6.24967793765714	7.20277835248099	6.88329798023153
NUCB1	1	6.56440333827639	6.21130160936158	5.89140014808564	5.43593783336287
TRIB3	1	5.54341016547284	5.15753248255732	5.66865629289669	5.95090136323285
ARHGAP8	1	6.26288589170979	6.2996510083023	5.66267976106275	5.75062955891368
PKLR	1	5.06944964229241	4.93462239935342	5.22768913096396	5.12546810239176
LMO4	1	6.76174192813334	6.22171268928452	5.61262827283546	5.73883711838076
LMO4	1	7.46697897778559	6.14460241019279	5.58452337142574	6.1591687945563
TSPAN11	1	5.53722049544231	5.71065932895131	5.04553147199547	5.12160612590781
LOC648927	1	5.28682264104161	5.87735858651798	5.7589120937079	6.16315236124244
LOC729135	1	6.89405846475817	7.05958508896329	6.7103302185605	6.02724325784351
RPL13A	1	8.57130572221179	9.23852244486812	9.40757061356647	9.16958391931946
PHF19	1	5.12524235351399	6.21800908069356	5.89318053717269	6.07486049226528
SLC30A5	1	6.23155316806699	5.74370627710676	6.07524613924089	5.82237999854708
SLC30A5	1	5.66544733666081	5.90275067223569	5.98115838915164	6.26463076179663
LOC100133692	1	10.5075247444835	9.28929045574903	9.0428823537775	9.10371632614514
PTX3	1	5.67145054954752	4.97690896650181	4.69025631360572	4.74922547155402
GTF2H2D	1	9.71303150602792	8.91638727725991	8.60938432605657	8.83986477074695
MGC61598	1	5.32615746734228	5.01603677696376	5.15718423680059	5.11359327837052
LOC644950	1	5.37362777958565	5.85146421825291	6.56229394176683	6.6011723881549
CACNG5	1	6.30348392013232	5.84214577185444	5.90818549387878	5.08749001678858
LOC642370	1	5.83751138112946	5.40495571894584	5.42166545230537	5.74363396249494
LOC646508	1	5.59160121502993	4.96612605968721	5.19687856832732	5.2023813747286
ZBTB11	1	4.87804615882496	5.15586562050042	5.50020791958728	5.78747149439394
LOC645181	1	7.95076001676069	5.80159072546739	5.6157328384246	5.96780590799816
LOC642397	1	5.77127354653103	5.71570762242007	5.57373267631481	6.36198921536519
LOC642245	1	5.19069421753513	5.13489490899854	4.88313054342264	5.19536204474134
KCTD18	1	4.72573389912506	5.52898532673378	5.18951426478965	5.29464040641748
ADAMTSL3	1	5.89058159461156	5.74566661185058	5.3451465543903	5.12524235351399
LOC606724	1	6.21635156946507	5.20028662028511	5.21540590517063	5.22800299750418
LOC606724	1	8.6264884771611	10.05509473364	10.1711862101729	9.96553685779732
C20orf86	1	5.35052519425161	4.96004571388306	5.31737457222814	4.83276442400771
LOC730376	1	6.15493420159453	6.13444198436068	6.56338601551057	5.18255005543825
UGP2	1	4.8085462880096	5.49777157044252	5.32446632452545	5.75218510711615
UGP2	1	4.9335304433935	5.35498896198255	5.91907000511939	5.14610287479725
UGP2	1	4.88512192658912	5.0130388693204	5.30020398702905	5.00432884145881
UGP2	1	5.99294786323691	6.89113751537923	6.8587116092353	6.83858080762758
RNF103	1	5.34629339478491	6.31144919697534	5.64170286650755	5.6762188007487
LOC727895	1	4.76515017244498	4.94544273116489	5.29918719316149	4.91218381312051
KLC1	1	5.14634456957138	5.75493276923672	5.94245437265248	5.58213317396157
KLC1	1	8.41990693637446	5.65855904609854	5.90213261986291	5.63255864868571
TAS2R3	1	5.30911011595247	5.06123988177609	4.92749609756231	4.96617662945192
LOC650028	1	7.49632428025868	7.28849330806671	6.19782717930364	6.65624512705615
CNOT1	1	6.51375747506534	5.39353654014709	5.62651646679053	5.98148734922884
CAMSAP1L1	1	5.19360607130222	5.89634594029806	5.87688180788937	6.70725255053439
MVP	1	5.66840822967044	5.33508857113952	5.65050613568169	5.95282439169501
DKFZp686J0529	1	4.86216656448668	5.12884282142342	4.98167946225903	5.20590801148556
COX10	1	4.61949643407087	4.86276463496947	4.80810709744144	5.34537900382818
LOC100133803	1	7.41799280821049	7.07936586924401	7.55661160017662	8.13025370066048
LOC646350	1	8.09460554339743	7.96000984425254	8.47135733313219	8.30852975694129
SNORD103A	1	4.85512838926694	5.33804844567699	4.91854550704929	5.78677365963289
LOC645001	1	8.41753419149333	8.65307953939147	8.91812358459188	9.00876250159629
LOC390282	1	8.61655611594513	8.04600975355851	7.51676033329126	7.54475155276684
APBB3	1	6.04843246040352	5.78712046833863	5.7539772355543	5.56873581063162
ZNF565	1	5.22331430569633	4.86682923384431	4.83518358385284	4.78941905056746
SMNDC1	1	7.40899727466041	8.17202445097416	7.89252983911017	7.97508992172766
ST20	1	12.2032408303939	11.8846334718297	11.5636277630768	11.8806907655725
LOC100133263	1	5.37219387320876	5.85608326819546	5.2919658852803	4.95087782304429
HNRNPA1L2	1	4.91423851757086	4.93876134799291	5.03248006238262	5.16735966489257
LOC645296	1	9.4847695868878	9.86687009119589	10.3267353672663	10.0740739017635
ARMC5	1	6.61079557080808	6.00360085923449	7.29360705840009	6.42767715274356
LOC283683	1	4.65345323391451	4.9669664849719	4.96859522861405	5.18756719169751
SYNCRIP	1	6.18491819304982	7.22430886509879	7.28120121981869	7.28970621598853
EXOSC10	1	6.20160505774283	6.11601490016651	6.05547503780725	6.26707189767026
EXOSC10	1	5.55746156049058	6.41705839885354	6.57266289915131	6.69627915774697
LOC729623	1	5.56471498947333	5.69121534018191	4.92488773135486	4.95342878250089
LOC100128975	1	5.36349376198586	6.46397741388694	6.57636278116757	7.47682034422286
LOC646198	1	7.36361311579726	6.56647743158742	6.02913227492041	5.52229155816082
PHF20L1	1	5.57792243404373	5.79146298413609	5.37362777958565	6.77666558266402
NMD3	1	6.15342113236264	7.29441391843384	8.11518367888686	7.6833820242321
NOL10	1	5.4715405115232	5.31703065673085	5.34050341624358	6.03152653566866
