"gene","healthy_none","healthy_cd3","healthy_cd3_46","healthy_none_1","healthy_cd3_1","healthy_cd3_46_1","arg1_def_none","arg1_def_cd3","arg1_def_cd3_46","arg1_def_none_1","arg1_def_cd3_1","arg1_def_cd3_46_1"
"C12orf35",8.35908788915004,8.23635825419307,8.37498644001345,8.85012586691018,8.44500790763727,8.86019698269487,8.87149579035839,8.924141395077,8.83726876286408,8.64142739299368,8.69825670085804,9.02715452772615
"MGC11082",5.27302164798155,4.73008948906305,4.8731572278351,5.06844981947707,5.41221206728707,5.08274485231156,5.29036969272373,5.50801294209434,5.06951356039802,5.45056844260955,4.93839762666844,5.05533500265455
"IRF7",6.09006408991512,6.24034147426308,7.4481901687655,7.29972053636222,6.95708945385386,7.16476640974967,6.46998817338107,5.84306066959094,6.14497774586027,6.15386101474087,6.32222342482312,5.47333463954353
"ELK4",6.93336340417521,7.18848333453509,8.16741762218507,8.27228229162582,8.61966130742788,8.67864874111512,8.36975751790975,8.64072413878318,8.75266690334901,8.59213896171417,8.57560581526573,8.84158499748371
"ELK4",7.13226381353927,7.62402317230897,7.45768396692557,7.29100727191502,7.22405993756966,7.19445823946941,7.24430766398178,7.33833065914859,7.20589571084296,7.40648185155165,7.5734782733302,7.69927955503613
"ELK4",5.47258954463934,5.99868792940316,5.50539745937486,5.36861018769379,5.53849918268511,5.62766218348567,5.79568255727093,5.8957131002146,5.60800830814763,6.07472876479004,5.82949440882048,6.04843246040352
"PUF60",6.7208813434654,7.93155750078397,8.05673746568016,8.22961620006646,8.08417503125411,8.77110305130364,8.40841783603484,8.70092621442208,8.95192334355524,8.46941198384375,8.40142115757532,8.98380336141239
"LOC100128977",6.63593309170429,6.3090544918664,6.54515958616933,5.93932781405051,6.0456484800532,5.58644364343876,5.99400089295642,5.59648379210022,5.68192995871179,5.26739725230852,5.17497818215251,5.34957407205605
"SP4",6.02699603089243,5.99196770814228,5.43422420670212,7.84999466407289,6.76798581328998,6.84475297872341,8.07807094319147,7.63861169681546,6.90055572549894,7.61242656196667,7.52722195205861,7.53790027571734
"CCDC144B",5.0918873943711,5.2062520666927,5.11696733688184,4.82287906618991,5.0633021479577,4.88176661215002,4.93449096642032,5.24350982612704,5.32709495671757,5.14325508302052,5.03617999326266,4.83385628628429
"",7.57813294111576,8.0308410818757,7.67419538226577,7.07062957921488,6.85108097974443,6.46204778682252,6.31535984748793,6.44911337531834,6.50739299005447,6.6730510041971,6.87522197389717,6.71565100745713
"",6.47908655293354,6.7892670832153,7.6515801819442,6.03476142211374,6.36033539266354,6.02559982196138,6.70619308069929,5.33417426085327,5.41907692398084,5.4485798789704,5.83086081122525,5.83375829509493
"",5.10355490859868,4.9293345949652,5.23966320799592,5.09275755857545,5.14782809024466,5.09139808629869,5.12985171724728,5.14366671539114,5.36283138433458,5.07594221787339,4.80838261401809,5.29846586495174
"",5.85764357885055,5.66399420143191,5.65439008970967,5.77363492347778,5.2023813747286,5.00439642113663,5.19410266810855,5.26919716293393,5.3520171882377,5.23322108482745,5.22547931569219,4.99061129228134
"IL2RB",7.81042061308176,6.88391567092559,7.38983450889922,6.94640753090348,6.95459405224647,7.69078226624969,7.70621019395074,7.49868046965353,7.64522055372634,7.21069232324426,7.61930797659137,7.21949043460941
"NPNT",8.9686686823587,8.26565758278601,7.86131669148403,7.11850388160909,6.75154985660068,6.8250360685448,6.82487862543558,6.40561071253495,6.24439404102814,5.49982559647878,6.46432608044952,6.3605284033268
"C12orf33",4.81431031858928,4.58148261072974,4.67923853295172,4.74218462428451,5.56873581063162,5.42938838242177,4.73814232468976,4.79605236502054,5.04754480068433,4.81755543973536,4.71749862873641,4.90309301688435
"RAB6A",6.62552734872571,5.3742765722109,7.31778254805249,7.78812298246646,8.12178262261297,7.95631166884486,8.33037212757013,7.94855974982598,7.99695081633969,8.61302162941148,8.04600975355851,8.61302162941148
"LOC100134178",5.50394349251245,5.20708656665244,5.24436481032151,4.90541525972227,5.09322778316371,5.03514998639847,4.8503741922935,5.02081057812581,5.19498005304882,5.10327270341241,4.94582883074343,5.1451762915337
"PIP5K3",6.5680204893765,5.3258916208848,5.54052515665689,6.30374219597248,5.95221918625872,6.0144853336714,6.45707722845216,5.44929045987738,6.3092888388174,6.49319272718787,6.25745540389678,6.48155231994977
"PLEKHG7",4.63549693294082,5.52779644463533,4.7762238620427,4.6788428900916,5.76711414417121,5.53722049544231,5.24443632538517,5.91492267823406,5.84770671640491,5.85701394561995,4.89311577796179,5.68039440925398
"ABLIM1",9.14672181545901,8.74942473649478,8.70251902357873,10.3586390118555,10.4238289289763,10.0281038960339,10.9680667599308,10.6563897280194,10.215935252012,10.6310418297204,10.3889092191965,9.82789147822894
"ABLIM1",7.61545733984784,6.54632851030377,5.8378300762189,6.87489022907739,6.80806554965304,6.8560882087355,7.75562842328919,8.04237822798942,7.1188949583372,7.52134074435119,8.01781187410065,7.22646624221342
"LOC728344",4.72817822322404,4.87271077761191,4.87342596073118,4.86864013328393,4.89318731646248,5.0894701653893,4.97697766682103,5.34398160045742,5.59494851122159,4.9401334088393,5.11443644062844,4.94913951429922
"",5.10625481913154,4.87610719714116,4.91167597862679,6.58186822709781,5.79017964051448,5.93546978082588,5.08416731622859,4.9655693642927,5.2225296684225,5.8026236123028,5.22537411130203,5.03439854929881
"TAPBP",6.07709818554195,5.40666104586069,5.23689852578131,6.86565895969847,5.89258969529984,5.989733901191,6.03900060242243,5.96973512212123,6.09731709323952,6.46760804814076,6.06681082324912,6.24461009327818
"FLJ10213",6.60241221261909,6.13902381774582,7.03076387153343,7.19975905940872,7.70288366610616,7.36361311579726,7.31245027901772,7.00112804328948,7.27704948878473,7.79504851102847,7.63712340135512,7.22405993756966
"MAL",4.80570966095572,4.94379747687545,5.29124582854127,5.53822239979322,6.69324349074383,5.65882283558162,6.49816855688529,6.85586263310717,6.59602564188747,6.09006408991512,6.56229394176683,6.44911337531834
"WASH5P",5.50234523571832,5.55151432844485,5.72257294065306,5.17841810101631,5.03290947247338,4.99683737881029,5.08874950144901,5.13054693180146,5.15414500050377,5.23246140187389,5.13719640527902,5.20601932248748
"LOC100133459",4.77492424376933,4.7756365705317,5.11857748724837,5.16957435556039,4.82025959243751,4.86986098198997,5.10024006329259,4.89401073501943,5.08171281517356,5.59903482933465,5.52079415448161,5.14447382128654
"",8.70127624584185,7.72927530364698,7.80710311152016,7.27644759157135,6.34600904263288,7.70005125344277,6.40574123961598,5.98648632865891,7.50930266920354,5.36739577665411,6.29766697530768,7.08562848745138
"",6.28794179026952,7.57285783960834,6.4809547842839,5.17581337428198,6.45529292182028,6.17217350539497,5.80558959914262,5.19604524535153,6.20184546366023,6.56385117847425,6.08633177171927,6.10394394775228
"MED26",5.05644188809158,4.83944150026867,5.08435682248081,4.87120777473032,4.96062154404434,5.16907851973873,5.08745438651878,5.45475894913169,5.18674111332109,5.21186550266451,5.21264391014037,5.16963189466439
"ZNF479",5.23517150739451,5.95253293462835,4.88636645763329,6.05653912365323,5.52264012915925,5.46613389624457,5.89594999502337,5.78126269363243,5.5659048513419,6.48750800785135,6.2624911055125,6.18374401121577
"LOC727896",5.15586562050042,5.97263496631025,5.1823444571751,5.19635311102188,5.29056722888799,5.19095691870285,5.33290150385874,5.23813207356743,5.37042530295955,5.30689084603543,5.40066649705467,5.8201192187269
"MTDH",6.44454086475217,6.72589148012135,7.18786712004497,7.27704948878473,8.0335890611346,7.70927324445854,7.68949619511788,7.60207832169739,7.70421331002282,7.54521783670159,7.50990227537956,7.67912529810392
"TXN2",8.28006857639268,7.68949619511788,7.22073023218969,6.97020321980274,6.75614540449363,6.71988855183041,6.83716197821538,6.65565969816977,6.77135185741957,6.55412536386564,6.8310231178586,6.01038868861687
"NCRNA00153",5.80503672217537,5.59784412592691,4.666519169518,6.17514548245772,5.14509526564256,4.77527897085328,5.45517978095179,5.64281784508591,5.08790172263904,5.9862410875799,5.44546835154593,5.17283282923628
"PLAA",6.7353099759001,6.48424582554169,6.64584984487803,6.60828797493121,6.11692985484154,6.45882872694639,6.14326546002822,6.11822283450065,6.41243235219269,5.61150119098812,5.93428456231698,6.00551811094354
"SON",4.87563195281947,4.70005990076314,4.91681888883214,5.8197629894856,4.96186019835057,4.86844159430677,4.76701234892359,5.01064315795876,5.11416440301757,5.44003659834917,5.01697112430326,5.51867449145849
"NFKBIZ",7.29396769475619,6.84372409748444,7.1181082260562,7.90675223065877,8.03607039523875,7.7468920504325,7.64522055372634,7.85089349117392,7.72022301024756,7.90392366658383,8.08417503125411,7.79300348678641
"LOC285176",9.02627178504294,7.30979907650826,8.64705293501385,9.2044755177438,9.3881618679267,9.92989087437835,10.3629109181964,10.4400620127034,10.4320868505559,9.73315716677709,10.2725992286463,9.84143217889148
"LOC648057",8.24158425270512,8.75363590212525,8.59596552398806,6.98146536715311,7.42484155475792,7.02424595623739,6.91115449760599,6.99978937613816,6.67342780381977,7.39402522226446,6.83746161672491,7.16909750898655
"",5.24008849891826,5.08300833853295,6.96118780989444,7.0401281476857,6.10649537632856,6.04454186704458,5.97663356601434,6.64481745705811,5.66333421439395,6.39639903849333,6.42943224515817,6.5055689673609
"UBE2D3",9.42854063269669,9.55155474836885,9.87762046067925,9.22530659035997,10.1696326075725,10.1595821587541,9.89592370886515,9.75216616734058,9.78679475460955,9.81272206192106,9.84921938563275,9.92283137582533
"UBE2D3",7.05958508896329,6.63413175380618,7.39082131330096,7.97921160511429,8.17876375409005,8.27069312350312,7.7776496819775,8.05593792019772,8.16307834297212,7.84855841051373,7.79474971459141,8.20360859678616
"NCOA6IP",8.04027130247636,7.72609163636301,7.92869265994038,7.03026447616945,7.92869265994038,7.92560617008761,7.80101027978019,8.02057498205784,8.21560183472889,8.32125758474301,8.16803929795293,8.34596747800935
"NR2C1",4.76463054070675,4.7701746265397,4.7497398657401,4.98871864524185,4.89331756245927,5.14822519246216,4.69690281760606,4.89457195679201,4.85422104276651,5.29010497262138,5.46139803929089,4.92166489638544
"NR2C1",5.63131889846625,6.47734502918343,5.25642054317654,5.03565121875055,5.23746773886408,4.93522370786798,4.81534872650948,4.93707873715693,5.23463130120119,5.28135119269781,5.17425655483215,4.91345092033146
"AKAP13",5.70413464401565,4.81644768336481,5.92085729647231,5.62342054269706,6.21084676550217,5.69824022208368,6.30606455422692,6.42141643163202,5.89620925133012,7.00909567662174,6.31168752373877,6.13156938428492
"PSMD12",12.7806757483833,12.7541056482864,12.6480839085279,12.7806757483833,12.956033785911,12.7378950157178,12.8822988564318,12.6890378672131,12.9696206864804,12.8510133537917,12.7089263146758,12.8172403708704
"CEP350",6.96213842855533,5.71458005548189,6.32631573189006,7.06864570868061,7.35620625640645,7.15900290530404,7.80710311152016,7.36742979848776,7.151231216936,7.8317104443875,7.38431978947252,6.68229163614227
"FAM163B",7.28566896506006,7.15235549099193,6.20918710352847,5.67186008956269,6.2337318920265,6.110617348015,5.42586831861571,6.03625899402717,5.76758355679111,5.28505150208652,5.9422807412747,5.83181868571964
"SDHB",6.65441713019987,6.40129467718068,7.26967741858486,6.6812655732559,7.16738682870096,7.30627401177266,7.38663191317072,7.28970621598853,7.87491167882517,7.62270233714052,7.55661160017662,7.37413182081396
"LOC644992",5.06179712290176,5.5832165219353,5.57763523561665,5.52457721652496,5.49381045003242,5.26510100541501,5.80003631500332,5.94211147673536,5.81474086978037,6.09268854820359,5.51815048228851,5.79146298413609
"LOC441484",4.95045726058899,4.71197473836731,4.77919934877555,5.26186886508708,4.84440294592601,4.88544764753036,5.09525312077647,5.05175786616316,4.92289641399364,5.2955911091027,5.37402568878269,5.11499159877937
"LOC727894",5.07617338825373,5.12578019327697,5.81740208437656,4.99038965536368,4.90420043933512,5.02253285120302,5.06352575930236,4.97023515875569,5.06373979397174,4.84105822059023,5.56776245377354,5.10527506715874
"ATE1",4.69995738096561,4.83466470092843,4.71161765181271,5.02731693756541,5.04957420794708,5.24181441677026,4.85433832407011,5.00021368209064,5.01465635144662,5.06963254560852,4.92917642124367,5.31703065673085
"ATE1",5.20777626860372,5.05287674084405,5.0618314617975,5.11553638530453,5.10389667386856,5.10182701942135,5.16837982029622,5.19988771325025,5.32980350421451,5.42549279375723,5.05855939498764,4.76592772761237
"LOC728054",8.61195905724386,9.33590215791614,7.92676618617338,7.89971523037886,8.21491976644951,7.56770360473748,7.75104025753216,7.67527100390711,7.23754525451344,7.69512128682273,7.3603752092464,7.50715965624857
"LOC388474",11.1622098028528,11.0718337597093,11.2364864798604,11.8131223069394,11.3181211419308,11.0506061989958,11.1935157916615,11.3032340038537,11.2995479281188,11.0850490057226,11.0943238241892,11.0298988626242
"LOC730993",4.8132549579713,4.75593948017772,4.86773533046566,4.93499593317922,4.70805065097153,4.70417065057968,4.96410429517963,4.98605751895733,4.75870562601078,5.57851037115026,5.09613704810535,4.91146389819565
"LOC730993",9.94825628933512,9.88231039449498,9.53389464186423,8.97104937228912,9.63459408029515,9.29019083232569,9.51364016038879,9.13303045313179,9.46514945260871,9.95979940274966,9.95063488778185,9.95841329534546
"NLK",4.72142825411467,4.73371995869037,5.42193583851385,5.50683976940486,5.26647513747515,5.46059919510202,5.4845211757607,5.69627353097006,5.63072901842313,5.38619933864329,5.97702877180219,5.36062278540012
"LOC100129335",4.76264250585061,5.02532727086382,4.77560503897705,5.04502602169129,4.94617826562685,4.90611269047019,4.86672720653989,4.85805102428458,5.00873876131136,4.90087682167391,5.14834385120831,5.09144446040243
"PTK2B",6.54005053693782,6.34562932296595,6.41876561289781,5.92424682956243,6.10425000590971,6.30950497034005,6.1103588825105,6.30818117817152,5.84364538228753,5.8775266398514,6.1950982505394,5.91890555780525
"THNSL2",7.40223938642379,7.225721739281,6.62534365277303,6.25745540389678,6.46314820645028,6.96639132221334,6.16335933426856,6.06168694229345,6.23685895195896,5.29846586495174,5.86515712936075,5.93348514113863
"SH2D3C",4.87794767801333,4.72109110187764,4.71887562826415,5.04372611186118,4.83379159998149,4.74503714202036,5.07545676223309,4.78871118030034,4.72154026019736,5.0707519370967,5.0498830890909,4.71946781369007
"LOC85391",7.22405993756966,6.89364141572228,6.32595078113575,5.92085729647231,5.81324196217305,5.51938570804704,5.94062316836062,5.84513129431579,5.60598923185363,5.51612975843253,5.65723927420528,5.39799678720092
"PARP6",5.40225790501813,4.97830509948624,5.46281143725443,5.20184362368562,5.16596988325393,5.05023992457302,5.01017432920931,4.94813434038435,5.31394450111882,5.35508356790212,5.13116953660931,5.41522397189789
"HGSNAT",5.63216096529215,4.94632741227568,5.18303075406356,5.18189466347945,5.37009693139936,5.60812784735448,4.9795988797321,5.14038377843236,5.33755507668209,5.28874072805382,5.08731940457888,5.51339954768213
"CARHSP1",8.44500790763727,9.2002399488593,7.80248189620121,8.73108111554903,7.57716633673494,7.76894685139392,7.4626534014556,8.06815698215991,7.35799940606017,8.29852540608578,8.32018170065487,7.16738682870096
"PTGS2",5.68565870478662,6.45947513704278,5.4187052103167,5.27973829922221,5.57339907820503,5.58032997916947,4.93398270890754,4.99846526366439,4.86720227115486,4.89232162313795,4.98801133592649,4.8361645265508
"",6.96773740628923,6.56775957709439,6.57978942380934,5.907479264394,6.00759964831348,5.73680128397635,5.60378497017622,6.31259397276463,5.70638718867799,5.61651487311363,5.84422208404759,5.65018956245269
"HYOU1",7.56667186029605,7.36742979848776,6.83997893953756,5.94288531887263,6.2884612430603,6.22876463304163,6.84403332228351,5.60524569308833,6.29473863511773,6.086711984146,5.9431557580092,6.50034303941717
"DNCL1",5.65493895706597,5.34751684746504,5.89701494510656,6.36616605541369,6.58602999109959,6.16552556669229,6.51267495191913,6.54601899821438,6.43575765527717,6.40403319877796,6.33822460571599,6.48077472740207
"ACSL6",4.71351160844273,4.83985446833034,4.92495193433626,4.90933753823421,4.95157718803335,4.86145035761165,5.40802028597627,5.42416924563789,5.14209703498687,5.38923105397302,5.22702092643766,4.8739085995891
"HMGXB4",6.16074010739656,5.57356079845495,4.95555664857609,5.02912024505027,5.55151432844485,5.26372963293637,5.65374506120543,4.97471001727571,5.32302442280835,5.34751684746504,5.73989536822463,5.39444482174326
"ZNF579",7.20140897340425,7.02948003210041,6.66369900692598,6.78323951186333,6.33972783491034,6.66688829567749,6.49781373729465,6.35358129513924,6.32788919313099,6.4950516088056,6.0856266148051,6.13270777944432
"",5.88004514354502,5.74895358728124,5.29464040641748,5.36357184175634,5.15348259253508,5.14624900742212,5.4677074536296,5.36764717956059,5.27302164798155,5.16637278987357,5.15162056642226,5.10233390565917
"LOC100131254",5.4502157901796,5.48626864786989,6.37003213546278,6.01079437126875,5.54694226717469,5.38728358768106,5.27380828101694,5.41859774753682,5.00693701265964,6.01830002353031,5.1121903321509,5.39012578661316
"LOC645822",5.23223847809253,4.85961080612041,4.99700308122673,5.65034495200489,5.89810351639508,6.48301191570791,6.24826185901334,6.02529316377704,6.73045640977175,5.8805529734363,5.85004032110542,5.72822424905195
"TXN",4.90984463639332,5.469169433558,4.99643385129637,6.45844635668551,6.90861784772215,7.30571000217918,6.01675549019723,6.35821550610705,6.48777544579849,5.78152417070011,5.82858604568069,6.26118761516935
"TXN",6.71441423767584,7.06586937893107,6.33072075721659,7.30680295335834,7.78233280228488,7.73242936946539,6.97847077091366,7.41827276943079,7.33179470872527,6.76541665933318,6.69846571318783,6.97816245745119
"ATF2",5.1869891330619,5.05568827786005,5.89158723513437,4.78418442642045,5.47786887855099,5.11590493814032,5.25980223005553,4.84366746882977,4.91631521070851,5.49547988612056,5.13949049613676,5.2999073928588
"C11orf17",6.48016604390075,6.13584346444589,6.47038014878724,5.73506127919015,5.89721141905218,6.13187526864109,5.7061663411496,5.41542410921898,5.92405836290176,5.3823471777486,6.00034448691134,5.45934775128835
"C11orf17",4.89558490127555,5.28107247326276,5.4164891944086,6.19273867915373,5.14827936421162,5.69842342725926,5.37484796566107,5.53736477241806,5.5904772496126,6.20901983056564,6.48515855238814,4.87740376013337
"NAE1",5.67243146268029,4.93849876620598,5.10636268935984,5.15763983165703,5.56980819948745,5.49251520513132,5.30061939844585,5.06925011608304,5.17269292578601,4.90646431752751,5.41482930997203,5.33238907778478
"TFPT",5.38168917513951,4.80215598266159,4.89206642543807,5.76312131323153,5.52418133582183,5.74827135568559,5.45273325276256,5.78169857264428,6.08858126935628,5.3929478528634,4.93130750027607,6.22886742615014
"KLF3",5.99909373714742,4.95062024855231,4.92534780527458,5.91714832806111,6.43749622508184,6.02680830551123,7.05585182102021,6.65928113727829,5.83086081122525,6.92664113356875,6.90274277431164,5.86374985003252
"NDUFB5",6.61823486288769,7.2674051250702,7.03923211389137,8.15540921840905,7.96000984425254,7.60823925815178,8.4421441042994,7.69003117724019,7.4162544871573,8.19371956707752,8.07484220702194,8.0808539249911
"SNORA40",4.91257275805458,4.6565640468799,4.80293015926161,5.05300800351843,5.32582614542096,5.06093414275808,4.90684399023035,5.07834910119256,4.96135657019311,5.25436023514015,5.13046268118242,5.16804002376969
"LOC728802",4.73111279437853,4.79108399709715,4.77194006879792,4.99865394590034,4.98212638059143,4.90532714110517,4.96107354529,4.92954123395696,4.99960810772016,5.70638718867799,5.95452517246288,5.4068502143146
"LOC100128326",5.60216133937921,5.8093717482534,5.89810351639508,5.68442980095064,5.63904297158768,5.60157678666998,5.57992778534121,5.85686802711154,5.38771035669519,5.79660613908129,5.98895848137745,5.57751266195367
"CEP164",4.97078674926149,4.7856670539776,5.17878012182467,5.33103095745751,5.03589743720181,4.91938908627676,5.46861666455092,5.18396085815914,4.9798683238592,5.0111589695181,4.89544876616248,5.26857979899261
"ROMO1",6.23908282489447,4.90172688007965,6.10606646390242,7.39366018848398,6.52044514729011,7.08144472274543,6.81945266204858,7.26779177693956,7.81784121593173,6.87738122581663,7.41762035647014,7.65815114102666
"SMARCAD1",4.82012855606789,4.70273855704464,5.8559120200233,4.77641944709996,5.5017887027611,4.89307516488693,5.36357184175634,5.61670455275418,5.16596988325393,5.25303223678314,5.2671194611008,5.53380724272049
"NSD1",7.87127345843585,9.22061782663405,8.43047623454392,8.93349290729479,7.98365162603523,7.69735310946097,8.07290945810407,7.51639216344253,6.76905777167099,8.00675364068791,7.89140383438667,8.02057498205784
"LOC654000",5.15964305330943,6.13836414704423,5.81045816471832,5.13155337060385,5.97722111682608,5.5465211314554,5.59453674609564,5.48060859251918,5.54227844777716,6.03581879673846,5.77846634179061,5.91586757443439
"LSM12",5.19297346952261,5.13234716726685,4.82631066511843,4.86886358619769,5.25698942152466,5.70800243934467,5.77127354653103,5.6448827876107,5.76871533831751,5.78562726617603,5.75414690910928,5.97952217614617
"GOLT1B",4.67633235881856,4.7301298834673,4.7424834445648,5.02749748333849,5.47234909788493,5.623645041297,5.907898222461,5.80822009254583,5.99599932355568,5.76758355679111,5.98480560214619,5.93428456231698
"CLCF1",5.32646607305884,6.06590280016116,5.45475894913169,5.29596211546573,5.40454691336686,5.32483327162076,5.04716857304798,5.13390849295883,5.24181441677026,5.55438120167452,5.04509382395805,5.38593928044253
"ATP13A1",4.95738847437825,5.52590542485806,5.77580581039679,5.69180642102321,4.91673860461488,5.00226455793765,5.06757724540697,4.99683737881029,5.15059159126774,5.27293301378296,4.99146638639632,4.89115805227899
"MBOAT2",7.70352854487036,8.48551133745101,8.0212813481453,7.75766452342411,8.25919981922392,8.12324511657499,8.23635825419307,7.99045245481464,7.97369508169693,8.62390020176287,8.66900490089593,8.88901724154091
"ICAM4",8.23495307550006,7.62932764735149,7.37509673533251,7.08800048935554,7.26657727922517,7.8725482008183,6.68464926510322,6.48127232001582,6.4183839172813,6.19988950630807,5.83763825233702,6.24690618989792
"HNRNPL",7.51804633649523,7.6833820242321,7.25858177480869,6.93174714239279,6.0696927414771,6.1868005740379,6.49692471002548,7.36075134138173,6.58836342638495,6.63250168506859,6.6777232758443,6.52254522208094
"TTC3",7.29510793326167,7.69003117724019,6.87710421173039,7.0063086577776,7.05149207774005,6.29740732365934,6.03581879673846,6.33462859662003,5.61670455275418,6.58060650937785,5.92602747870391,6.23492251361717
"TTC3",6.32983720149225,6.59767082215455,6.88391567092559,8.08619857873721,8.34703839493142,8.1474388779831,8.38003014904497,8.58135870238455,8.08669637697483,8.53625607026045,8.39756762217995,8.07736102755676
"NCL",8.23436696395205,8.48616642469048,8.94392190233971,8.38882020303915,8.37909189470697,9.11792398233212,8.38704790405475,8.73659002948407,9.52763617443878,8.06505126680458,8.51071938491926,9.02248570164527
"CHP2",6.1388642194756,5.70944017565841,5.71254740047238,5.1590705132494,5.75709200649542,5.67000277050748,5.46457866287424,5.29511705904272,5.18974807478347,4.81435717755004,5.25195631739375,5.21322124608608
"LOC729879",5.64023886891604,5.47691668518481,5.56524316986439,5.05312641293993,5.32048501090022,5.25088883220479,5.12650665658339,5.26732235158384,5.09931939286249,4.76065332918014,4.93349653160193,4.90876243353607
"PRKX",4.94714637204689,5.00300026101504,5.17910675648339,5.86374985003252,6.03131306791176,5.96589628811021,6.43261243765442,6.2753655962956,6.41680202352519,6.49369737465147,6.56775957709439,5.91457949184409
"LOC649023",6.62655080278602,5.4120000273772,5.83026646272294,5.60080737618135,5.36038879416825,5.65422703998514,5.26161876253149,4.97075593946153,5.73294250259753,4.97834244801922,5.40581649603387,5.30871145809381
"SLC30A4",6.34448540681893,5.64534844171774,5.77729283506253,4.73314627507543,4.750522603336,4.84217346612205,4.8511458949276,4.9973440142245,4.6544588255699,4.88748218438417,4.91787013630955,4.87292858311802
"",7.12182166478994,6.38955586544729,6.51866479504236,6.16471960781762,5.86248871149263,6.77951292203963,5.328825497177,6.2064902520947,6.04397328313286,5.63668441207087,5.52029992737448,5.29676580966655
"OGFRL1",5.30888835619966,5.35945466774725,5.9440357821314,5.68525274554568,5.24121925115361,5.18107762997464,5.01752809420075,4.86747493087721,4.83785049199745,5.48224700854949,5.0576050497105,5.03847047495768
"GBP1",5.61627715556206,6.42585830908346,6.18231073873911,4.77497077944081,6.49715127154684,6.71628679941242,4.99120639209348,5.73536533463392,6.6049194364582,4.89029436033373,5.11409911080789,5.68065550199683
"GBP1",5.50316227520787,6.24532715109899,7.1543100530851,5.24421512191961,6.78146927368224,7.04347132495672,5.32849014805991,6.27046734252696,6.57724688083794,4.96994331803872,5.29292594694468,5.89258969529984
"SLC12A2",4.77791229446283,5.21601792355005,6.22474121534909,7.28849330806671,6.62719564487266,7.15199944093599,6.75494913830078,6.98255506349305,7.06063055939486,7.21949043460941,6.88360975415367,7.31636233283216
"PHF14",4.63715579216538,4.98016225302434,5.09231191082884,6.10076205286698,5.72472711562408,5.26366098082523,5.62682463912341,5.82318628884877,5.40857745901569,5.83599134059833,5.57083531715536,5.88769399321179
"PHF14",5.12419429597509,5.14176449848873,5.44916805824981,5.277429258328,5.98602424879728,5.73552837052887,5.27302164798155,5.61533204327377,5.72334254078512,5.74450384351517,5.59531610626193,5.77863996387778
"PHF14",7.72269196479516,9.05750799912857,7.36538262739005,6.77494193088528,7.35853912149065,7.6015556741419,7.25733098238744,7.30388700884474,7.28283744214102,7.44311674288523,7.20342794922971,7.13459256034719
"RNF6",4.73968177487899,6.56991427735153,6.26204986313649,4.71895377678368,4.69176491399087,4.84625967923112,4.91712032305142,4.76995513001644,4.84090247382602,5.09481465533655,4.99120639209348,5.0688577228663
"DUOX1",5.34385797086147,5.36662689521407,5.27699272614993,5.19100235147632,5.78773809486838,5.28228937901195,5.31420714472185,5.50041220834512,5.17372026737206,5.02692167118904,4.99265675922625,5.09792822601096
"",9.09409042102694,9.61626512307946,9.44711686656761,7.77095026228813,8.55583918190239,7.7787273377304,7.47770173278707,7.62932764735149,7.72835596007694,8.36486068167473,8.35207121608014,8.60843614778057
"BAALC",4.99346953044712,5.09603365536909,5.27973829922221,5.09665418560372,5.3350043862557,5.03502434971206,4.92828141075344,5.10501843913011,5.07834910119256,5.08503309433054,5.31745372669827,5.06108974927224
"LOC100133422",5.54026789279052,5.40698688245093,5.83870207972279,5.27498469986701,5.60199256616621,5.1705684756091,5.2079747767368,5.43458752946482,5.37887990524125,5.40522208934488,5.20492350512803,5.32630049454019
"DIABLO",9.28191836854653,9.95431279514442,10.0201400349898,9.52303512421017,8.80644948483908,8.55982698228394,8.88183425134637,8.59825309061017,8.34867590957885,8.70811840734331,8.75661642412402,8.73108111554903
"PCNX",7.19215857021505,8.49234564155804,8.56817165287542,8.9133852610669,8.60843614778057,8.51071938491926,8.70918081516023,8.37909189470697,8.65468547189475,8.8733331785715,8.74771449932756,8.52865508706207
"KIAA0040",4.76273080728621,4.97237720658799,5.88979277601584,5.02494997622213,4.85012119611978,5.05749615860115,5.16583235253545,5.11730790702506,5.0633441525755,5.22775867714256,5.01664352046186,5.06688230128755
"LOC730746",9.16320224881824,8.78746397664738,8.96255269193328,8.98380336141239,8.83497185462827,8.97472016068494,9.03452719563752,9.04136805560138,9.26252286721919,9.07773598872804,9.07327173782605,9.03401694299076
"LOC100132716",5.69842342725926,5.34781365677311,5.71660798239915,4.87241518343947,5.22005810897051,5.21689763109904,5.28240789242169,4.94132229208871,5.05995680217255,4.9578527291573,5.26065596902383,4.97750281361639
"ZNF823",6.07872344391841,6.70926709836501,6.06024019565568,5.0397767804196,5.06225224721701,4.92363546927898,5.13883278822545,5.03871677156433,5.08914099801067,4.94697318578855,5.14749147475008,5.12889881330007
"LOC441864",6.38890529107995,6.38100215005035,6.00562176977942,5.82318628884877,6.33152993546659,5.7791757640552,6.3092888388174,5.19095691870285,5.67909258727664,5.39249845276665,5.26933984863076,5.40378162614816
"RARS2",7.6074111195482,6.17128502747882,6.13550532879345,7.16137056037565,7.06629736747693,7.03125806752858,7.44311674288523,7.42949075838221,7.0063086577776,7.76683105094582,7.70781902220794,7.38663191317072
