"gene","healthy_none","healthy_cd3","healthy_cd3_46","healthy_none_1","healthy_cd3_1","healthy_cd3_46_1","arg1_def_none","arg1_def_cd3","arg1_def_cd3_46","arg1_def_none_1","arg1_def_cd3_1","arg1_def_cd3_46_1"
"SLU7",7.14671788032181,6.93648243910267,6.39933285546188,8.3274636264858,6.51069685124091,7.25690612660982,7.54108960270189,7.53539486589784,7.33768251040746,7.59610870093915,7.73267968043823,7.08167459781598
"TIMM9",5.63453970151959,5.37913715023971,5.55713188467603,5.57876819668043,6.01879806844689,6.37846045303633,5.70012677738426,5.60169382225267,6.36984094438457,5.94993278702198,5.95946388985276,5.94721380938826
"NOMO1",5.51755585541276,5.37196882852252,4.75777158569715,5.38665295094156,5.57499098821963,6.38908874149558,5.90298160306397,6.54302467025382,6.32343914787413,5.96074764826383,5.9601283912008,6.4537180125626
"NOMO1",5.4786401490958,5.34687113842789,5.03502434971206,5.11671513036544,6.00113895586085,6.16643922884499,6.04896282930449,6.62444785206948,6.57909409578372,6.32104123482295,6.35842172523564,6.52044514729011
"NOMO1",7.43642720434458,7.9185393388341,6.86597522820512,6.26958604649358,7.09521708281321,6.49556474083415,6.23685895195896,6.46006616213141,6.72940982755902,6.61079557080808,6.55354702637962,6.81896386991109
"",6.03400794779347,5.46139803929089,5.79629202233119,5.58065297280367,4.97630631345957,5.59977712043303,5.32603862741505,5.07384015394401,5.2381924204323,5.4120000273772,5.07177226432244,4.77735487092885
"",5.3309646951125,6.4070449288224,5.05379511767854,4.78169207448779,4.99224879459743,5.03837057230091,4.89216564665703,4.96516504021067,5.47277361690538,4.774137110302,4.96629084423127,4.84234986447067
"PJA2",8.00240687290568,7.49339164226594,8.54885236657693,9.49047552774184,9.04934047450422,8.78855327148077,9.10025447821492,9.20237410120186,8.55181563253006,9.38363547562149,9.34854155944324,9.15487155241418
"LOC100128096",13.1854604616826,13.1519828788793,13.1854604616826,13.1718859456033,13.1997167897597,13.1405025167227,13.2081854359203,13.1997167897597,13.0971579890007,13.1148366515161,12.9766669453892,13.0749238832725
"PLGLA1",5.55692063578537,5.58306567693831,6.27870673406602,6.2037419841146,5.39720316686873,5.36210136848918,5.31214458089055,5.48663937514347,5.32483327162076,5.63072901842313,5.14238970504406,5.42916512488803
"ARID3A",4.88638410196213,4.9753522515056,4.91616965520108,4.98453067613048,4.9856776472308,4.74316548512984,4.90174729827464,5.02664899451481,5.13786724181275,4.92812617349342,5.10912632928844,5.22404780298642
"RPL27A",10.1250496223237,9.31525773194866,9.95979940274966,9.65701843108332,9.58028064325983,9.89947197382187,10.1782951594521,10.2215452378347,10.4904469639014,9.60885597405495,10.0523660639262,9.87762046067925
"PPIAL4A",8.98159352666928,8.59654211339817,8.64142739299368,9.4847695868878,9.44025148272764,10.1956742604289,9.76023556287442,10.0948494719144,10.337518333614,9.46262212371284,9.66696792623264,9.70836379708456
"LOC400948",7.25819453306071,6.79758489472306,7.39018348397876,7.2201571306488,7.24194700697951,7.13176214490837,7.70819011470491,7.77926626479048,7.71668262590795,7.81120073088764,7.64522055372634,7.38530634041588
"LOC653352",4.95253150630576,4.77800697018344,5.32066496317375,5.05840932719882,5.05023992457302,4.95688044036279,5.04848656926815,4.81977363032992,5.44367989635366,4.9728331321388,5.16596988325393,4.90396242863795
"LOC100130000",4.9516165668704,4.74096723552733,4.7679610031553,5.05904506080716,5.09951253943272,5.04639979254696,4.91340825257208,5.17665927117698,4.82928112060409,4.93204643821433,5.08597875414035,5.23446784691259
"RNF6",5.46342252016253,6.43132507305917,5.06044757817148,5.1082338277897,5.16900397211988,5.4178193269807,5.21335069466867,5.07896687515921,5.07710060816191,4.94717288723494,5.03462677842982,5.17276383340365
"LSM11",5.09391193167436,4.76825056172537,4.71832010802714,5.19112769546531,4.80919715230025,5.06560510162234,5.1608153864827,5.25420021395541,5.22018442025818,5.4786401490958,5.16604035461743,5.30100239415645
"TRMT6",5.96074764826383,5.21702270456487,6.11720511977306,5.41731323155809,5.86701583573878,6.2884612430603,5.81618000431969,5.4028905560705,6.01400067910559,5.31737457222814,5.20681754134167,5.43458752946482
"LOC283922",6.1103588825105,6.33683233378865,6.37614101718112,5.15578951148516,5.66544733666081,5.50990406995429,5.99716401557436,6.44468311482935,5.98804484328085,5.75375515755977,5.25923590631705,6.08134686847359
"DNAJC7",6.9536186977784,6.58004518747125,6.64435728831716,5.94938208017883,6.530227071052,6.79339694581722,6.40498352905976,6.53277693169943,6.35358129513924,6.36673887597373,6.48323429155613,6.30774231390559
"LOC647456",7.17657293139351,7.15873514809774,6.07163013291975,5.81726504136448,6.20629490736291,6.2193776866525,5.82484589497913,5.89958718823756,6.19383037037518,6.01618415148854,5.26813997704947,5.38817335834569
"TRIM41",5.95968087893137,7.06350598125778,5.74387250398464,5.11166006685434,6.31737844951498,5.46174203358467,5.74387250398464,5.96314079153541,5.76498287183476,5.2919658852803,5.40882689300885,5.37285852495882
"CUGBP2",4.79701142754687,5.0110066895906,4.73610445986095,5.10544964804219,6.2111207169706,5.29019160446509,6.31488838402733,6.33581182216229,6.21810632441475,6.15579635988297,6.61385667771801,5.99113305654096
"LOC644623",5.62860559069992,5.96670322594808,5.53033731571512,5.11628850774645,5.24799622852582,5.26647513747515,5.11246143793814,5.10432287411669,5.62412232921021,4.76133167870814,4.92289641399364,5.09511180518562
"SNORD92",5.37937014890205,5.2649042540229,5.5861268673923,5.36116811248545,5.40509863114892,5.77340319778911,4.99618808384954,5.83819878207295,6.26850552467747,5.48597990818087,5.69700895580012,6.18246861559019
"LOC654103",5.97263496631025,5.93114344835273,6.69940668776113,5.43146824734211,5.85919946158465,5.3256397427566,5.05115678524804,5.38400766312673,5.4098060452433,5.44569523969639,5.60538190182287,4.98370164573323
"FBLN5",4.77855607826212,5.77679103410638,5.09338009898188,5.22158532288232,5.42358170962048,5.16728244083658,4.99842360046467,4.84140894893642,4.70794975294801,5.06550140518966,5.00672327444895,5.25114992776229
"FBLN5",4.95097865267504,5.13046268118242,5.12253656050138,5.77391841197448,5.4098060452433,5.27341204242213,5.45900024441495,5.9055352649858,5.2917587419443,5.35325907180319,6.14301104948776,5.55347070751616
"UBN1",7.84580004581027,7.45253341940891,7.43603290707449,8.18699618351363,8.25440390581046,8.53821979312651,8.55794299713774,8.39714238516782,8.39941719947609,8.55080039984688,8.22519238053143,8.13503534357434
"UBN1",8.57560581526573,7.57198855451948,7.04503242035266,7.21817534714585,6.60983583564407,7.08237445451979,6.85421676440736,6.13625407451721,5.95390390618196,6.35059991586375,6.14675275004185,6.72322194012978
"",5.19635311102188,5.49606528419744,5.29056722888799,4.9132477900617,5.31184061696461,4.92449074063161,5.50808162099045,4.90884561168033,5.18652839304707,5.51401402383444,5.69855814442862,5.58021537540731
"DNAJC2",5.58980011478436,6.67328866573792,6.35743348838025,5.94119676313837,6.49898600412816,7.0964947872301,5.77663646152192,6.39086714416898,7.17562459152455,6.11017233825429,6.27281403657169,6.80939969324626
"",6.82746616042571,6.01463268547756,6.14208914105189,5.36390606130465,5.37565182945755,5.89221153956215,6.10845320633456,5.62020625991369,5.82622770461036,5.13750817741839,4.89109516027816,4.98899336233204
"",7.90675223065877,7.56970568916074,7.08074278213845,6.68577681266136,5.84091723521014,6.24402250794914,7.1270274764976,6.47093636312809,6.4190125842812,6.44237901076998,6.03257925546188,5.84819542145445
"MYEF2",6.39376131040271,7.51919081709732,6.35244473452881,6.65664347024421,6.18925234895797,6.32380449929594,6.16471960781762,5.86374985003252,6.29243160105237,4.93155173405034,5.54386492153325,5.3823471777486
"LOC643438",8.70251902357873,8.74222283453281,8.24542273287386,7.79474971459141,7.72071423987998,7.87127345843585,7.98992330349208,7.83378467516407,8.15310077165567,7.72609163636301,7.84166236561234,8.00319476368055
"TIMM50",6.45020484061908,7.22646624221342,6.04081783476223,5.64264560736771,5.39245310348179,5.62342054269706,5.57093179302704,5.27355529661739,5.84592820058116,6.10378473730455,5.6555158705924,6.20134943395737
"ENTPD4",4.96803351625014,4.84582268336895,5.0317390244868,4.94797578304045,5.06547051820367,5.23533838954057,5.45714198744362,5.72995230450111,5.44727001439911,6.06465056701426,6.3377256006711,5.94062316836062
"SPSB3",6.13260329842457,5.40416845862596,5.09391193167436,7.31157609037308,6.70273736735275,6.65343959033627,6.77038907879187,7.47437700155105,6.73574273823862,7.17213361009299,7.43480797541654,6.18721134643496
"PROX1",4.7751115803208,4.69794403220731,4.97593834856674,5.12512103077334,5.24721710412052,4.85829886624986,5.07782546596287,5.17910675648339,5.60216133937921,5.10567431545645,5.73536533463392,5.77780090723515
"C10orf35",4.95610135800626,4.94957605907055,5.11010009449767,5.34477060226628,5.41636586331153,5.36848286822846,5.35788668679557,5.80208901083638,5.00594401290711,5.94963203892538,5.4564228957933,5.77175492114473
"LOC653472",6.96576310789785,7.47923412521563,7.08167459781598,5.98148734922884,7.13363909649258,6.77844944198933,5.90850752151355,5.88255540784387,6.20565727032227,6.20160505774283,6.04310898780824,6.15216508939839
"GIT2",8.2735994174616,8.47554386881522,7.54796449386899,7.6704638471767,8.14246174032502,8.43927667658441,8.38250736220658,8.4805379162967,8.0435518877522,8.10889876166967,8.21417599902221,7.9918648853667
"GIT2",7.40590397381744,7.90732635656831,7.32349195862434,6.64306463404595,7.68746551584737,7.73497175639069,7.77926626479048,8.01611332591825,7.78887477589176,7.89637938733712,7.55191263270747,7.80815344800908
"BMS1P5",13.2475073861483,13.1462607088967,13.1783062357067,13.2081854359203,13.3675592417137,13.3777293388253,13.3972370161905,13.4393987374216,13.4293000635842,13.1997167897597,13.3595628220111,13.543850627322
"WDR61",4.68569931435461,4.84832962794665,5.01888250903368,5.06143629613804,5.35080390162027,5.49381045003242,5.40938882000813,5.56849843233833,5.85701394561995,5.74182423990711,5.91971374410417,5.62913622815959
"ERI1",4.86871124341565,4.7421999773389,4.94070125971711,5.0457264339037,5.19180056117556,5.18005445019878,5.05347845515468,5.31900188634784,5.0918873943711,4.94819251069254,4.95756569633314,5.17724912364596
"RNU2-1",6.0195979491476,6.12673319784743,6.24103282214135,6.25602338723925,6.96923170223892,6.4984169699234,6.78770209936272,5.98861825059556,6.61054078785338,7.36001384230775,6.63593309170429,6.92219678914251
"CXCR3",7.18589976840951,7.06828010816154,7.12377057823001,5.78908842920715,6.70892842422419,5.97917684805773,7.01237848235902,5.71837157844333,6.3572727927167,5.63037515176326,5.59945080260292,6.39723909492594
"FVT1",6.89822181106509,6.25764701134525,6.81151924625264,8.09148643434962,7.92463260721068,8.56679174644548,8.56224168622568,8.46302139824593,8.49048546360626,7.88937399462812,7.65763378490526,7.79717639368886
"FVT1",6.04344976687638,4.92842681948293,5.35945466774725,6.48237765820151,6.39398235570534,6.84943081630817,7.09811270413121,7.3754159454528,7.40820659769143,6.95044131606254,6.0979459111331,6.47184126858337
"",4.79540139896211,4.86028533789251,5.16492583854044,5.31879440083446,5.5332877843553,5.94467625418688,4.9143369331516,5.19205399217869,5.44181460242577,5.43036021561698,5.37863025937031,5.75464567089678
"LOC100131820",4.91093250608506,4.82159011508783,5.10759122024802,5.0980308160713,5.4916163379259,4.96186019835057,4.96293060963571,4.90167210961974,4.97305238453783,5.47471070597084,5.1517922182595,5.18489303890244
"",8.0335890611346,7.79775153498883,7.41573074398238,6.58925964618619,6.82017639505011,6.64972830732248,6.38218610950068,6.12311285999636,6.81896386991109,5.42193583851385,5.9654099924832,5.97522910120336
"MDH1",5.40191186758206,4.76052654864982,6.13039766569901,6.48494942856173,6.9314321745183,6.62148683511261,6.48585527541214,6.61555459725504,6.7450647331212,6.49481905449912,6.62330857870868,6.94313937406322
"",6.36370137049009,6.80701016503622,6.23475615334332,5.96456770062716,5.72321296574766,5.9821730788308,6.1885925054395,5.72619248514307,5.61018028554911,5.42562909363309,5.41381467827322,5.69239505643293
"E2F6",4.81279122148092,5.52870935487607,5.61006907482948,5.68834284147508,5.05014515120177,5.45338095569733,4.8771184329551,5.62700517965189,5.83633814667207,5.54200240658397,5.27898265378626,5.68892957200442
"C6orf48",12.4255117167954,12.3769427539602,12.3542508169934,12.3339367245168,12.34192106083,12.4255117167954,12.2762369906861,12.2494986032193,11.9885877015178,12.3118744571396,12.1461869170869,12.1850673265748
"C6orf48",7.4706443955395,6.65103611855793,6.90861784772215,8.24396512394147,8.46849785786594,8.21787990471466,8.97238399842909,8.60308459459111,8.12123732146889,8.5766181913536,8.73108111554903,8.31963432802966
"UEVLD",4.88654615306767,4.82364045963284,5.13214929831323,4.86782957091461,4.99026858327533,4.89958574730843,5.38945695840698,4.7591381895075,5.00018569789568,5.44092584763514,5.32271161442663,4.91055302793682
"IFNE1",5.37109255734531,5.21254881037303,5.12594110783737,5.1121903321509,5.61802730331797,5.71458005548189,5.41311640138453,6.15164925108721,5.99447831189167,5.23061404576872,5.28460160721564,5.61288677831734
"IFNE1",6.110617348015,5.71016825723418,5.46940560858824,5.31445891615873,5.08270535088664,5.02206718710796,5.14320787164026,4.79441514640445,5.40593107411472,4.92571819850292,4.9513018863394,4.87877265109241
"DLEU2L",5.16844822387935,5.10031727522488,5.68612455123158,5.5108175115206,5.72518155418068,5.41460606150729,5.18905279560739,5.33461705003988,5.29693455018109,5.91216245308182,5.14031043859551,5.70638718867799
"LOC442676",4.67609100725523,6.90663313487075,4.73077608211803,4.88699783495034,4.77958604744595,5.04266160907753,4.75213137780805,5.16198674017408,4.93248719661912,4.87482185944675,5.0586427314067,4.99859047545156
"SEC14L1",5.87954142674885,5.76758355679111,6.27237258150456,7.06569702422756,5.76806554138282,5.52671214502531,6.0399631955506,5.71176423023764,6.28956765273681,6.27821360399044,5.67175327184391,5.60598923185363
"RCE1",4.79489244998828,5.74657861559607,5.08132026163014,5.74240244549173,5.17119623470148,5.62426770960467,5.14314741704484,5.36822092436159,5.53542954148599,5.8284059285812,6.05401944704835,5.64033439156701
"LOC100128156",6.04397328313286,5.06570025742798,6.01925890997456,6.11363119018002,6.69151813034914,6.12088121342081,7.3077064046307,7.19603578201047,6.3883197355525,7.2984816707898,7.25453737727812,6.73598139070078
"TCEA1",9.78043325292053,9.39953376462483,9.04005169590085,8.5195390667022,8.24501570423599,8.35807308188655,8.43927667658441,8.19461388258046,8.27940171505269,8.60378770401034,8.47728414580889,8.77000475681333
"FOSB",7.80183996125795,8.70654087020461,8.79465275092276,6.4318502875755,6.75055321192748,6.16749930328985,5.19002149695493,5.83312189648398,5.53370183979397,5.22954653958209,5.4961731969462,6.19596238518289
"CCNYL1",6.00843587564056,5.50113354348805,6.39141749876045,6.31940214425123,6.68936719644364,7.04914759466267,6.35266023164477,6.63444691272177,6.7969297271654,6.59345113328652,6.72204220750182,6.84450493415554
"LOC728728",5.8723177657669,4.98335204366616,5.4961731969462,4.9313234280971,5.22039119184489,5.36013062150758,5.33174158662405,5.52167222792741,5.39958381845169,5.39571058244511,5.55774566884167,5.31175528945484
"LOC440055",8.53821979312651,8.10658477059033,8.1514683987761,8.41368361836762,8.45371255827883,8.5483375432844,9.23272068337009,9.31842783450736,9.21464778890659,8.43766291367807,8.84240225924466,8.40142115757532
"SAPS2",5.30848852245006,5.0388751156984,6.33008972280387,5.78677365963289,6.50290910307196,6.22601459487032,5.95525776480424,5.49175240637757,5.76161147634545,6.37541251938293,6.11379469061325,6.57744083172248
"AP3S1",6.14787896114471,5.04179931239314,5.99061287130876,6.80835533939698,6.29000733204022,6.80806554965304,6.73104437797661,6.70802712102314,7.1292359614479,6.51235188758397,6.87100930696478,6.63165810216173
"ARHGAP21",8.79244991307311,8.19575007479352,8.85398768986073,10.1491461175323,9.45435582000143,8.71345583650277,9.06724904034127,9.25176983106172,8.93635037569736,9.33873892657708,9.54609261752437,8.98159352666928
"COIL",7.36287733641715,7.48333642527547,8.77612373512011,8.93286836256378,8.71220224067802,8.76076821174911,8.86786293693623,8.90355451998351,8.83001323907493,8.79915592393039,8.92275399273106,8.68653946011956
"LOC643873",5.58452337142574,5.06500814636157,6.09131850811319,5.78971443197259,5.7577727590953,5.77077920196868,5.55066829276732,5.41080058632811,5.72126985990792,6.37580896681448,5.9263251244793,6.29496067736263
"LOC283155",5.79294717936861,6.50169813831814,5.85573837475863,5.23045802766988,5.31948247269193,5.34318035009093,4.95307777795992,5.27040458662543,5.76312131323153,4.80767288830445,5.60694639261814,4.88986656333089
"TUBA3D",6.31319502656327,6.40458867743192,8.00405923684913,6.96331100349942,7.51060890534735,8.4007639892229,6.89526196762918,7.57257156233475,8.04027130247636,6.81823432548039,7.31861466678659,7.99760848438046
"TMEM60",5.9602808639357,5.23909581895952,5.64571552527635,5.79591852481016,6.06371764646001,6.46591486111162,6.4942753913327,6.6524143383332,6.88431387126569,6.63132822495736,6.58094211214715,6.85481861062461
"LOC653066",4.76828483260765,4.98683058139987,5.68905966623719,4.71433888808722,4.99608204962135,4.82822244354367,4.67545654550756,4.80567929193507,5.023005071487,5.09347379257665,5.18533031234588,5.43036021561698
"TFG",5.17994549833988,6.22379846955182,4.84529565643028,5.50677292310569,5.8127409888337,5.94803090395854,5.78544493862461,6.02863495445221,5.42157615156882,5.96417135244692,5.88707746680001,5.73938290589819
"RNF125",6.13365504955985,5.03040867180543,4.85760833189288,5.76871533831751,5.73536533463392,5.52730253750522,7.00869830132509,6.91895163741726,6.40252912698812,6.7733855398363,6.64932326819768,6.70553116664565
"CCNB1IP1",12.1588431476079,12.118419629358,11.9967303399558,11.7255135809905,11.6111514507002,11.7457969309348,11.5919897675759,11.5367585661341,11.0850490057226,11.7666339525065,11.6764685697079,11.6981331136152
"CCNB1IP1",6.81594687963367,5.53640444840263,7.02291951997007,8.04749272363696,7.40720609808596,7.2104000685297,7.11688595611444,7.38098916119862,7.4318696575564,7.50777393012191,7.81640552147206,7.20140897340425
"LOC100130855",4.86386567113689,4.79626995316273,4.888571554726,4.94384495214811,4.83442497146335,4.95438423437278,4.93492185327634,5.14715395860724,5.02414551498189,5.39168912692914,5.21101888158157,5.27074705417142
"P704P",6.99929925809286,6.48677674847821,7.42918355099004,5.94008510879021,7.48490517651205,8.24815347451798,7.1995077214601,8.05973164049732,8.42280955491607,6.5310960066938,7.28652388931533,7.76222665087501
"CLN3",4.74232280931256,4.86973252853692,5.25628249302187,5.02743607261532,4.98547500042805,5.10307548416735,5.05806298491604,4.96683629740207,5.2978664000705,5.2344037958848,5.27460890792864,5.50366896182334
"LOC652624",9.76720935538871,9.60704213008693,9.3946695535184,9.1193511066565,9.17773989331378,9.50107442581864,9.4864470358129,9.28432627627619,9.36154402979809,8.99049821686565,9.11332139890284,9.00115518890552
"DDX6",7.22474357201731,6.78770209936272,6.91224506442452,7.37665339315146,7.81743705710902,7.87491167882517,8.26143694668944,8.00405923684913,7.42084726219177,8.85680217524969,8.43649851442161,8.02497360388715
"STAT4",5.2999073928588,5.3556924775342,6.51216934320513,6.53277693169943,6.81182306149005,6.95176806193901,7.09096408283634,6.67124445371108,7.02260656470572,6.92462614486072,7.2531771040402,7.05780306732258
"LOC644544",5.03785504753069,4.90120574889929,4.98444653850392,5.21207285922881,4.90141276949135,5.0345939519113,4.87967256621838,5.59662935545438,5.71410063888953,5.58106169656423,4.90007002155328,5.16492583854044
"",4.72324823939387,5.023005071487,7.30221372577372,5.69842342725926,5.48206807800323,4.92372566102038,4.94067150764908,4.86825250116368,6.04192438166568,5.44938930105766,5.66289138793864,5.302927874337
"SMARCB1",4.94964580029786,4.71372343481227,4.74776133180407,4.8759674253114,5.00120371347212,5.35756071868914,5.19660059746155,5.60785005994581,5.25670973397165,5.11754586101673,4.83553598833949,5.04546426535708
"SMARCB1",4.74014888566286,4.6419903971746,6.49016951510228,5.11381576420463,4.88828706259183,5.01999996726288,5.3706088553212,5.26554951799939,5.05458387760438,5.12717054756607,4.79655909631999,4.78435956823471
"LOC389286",10.9642436130565,11.2912315740829,10.9371788149342,10.8534486915798,11.0797867871792,10.8126328624262,10.8713169950209,10.8560019405823,10.6955271769571,11.0447081080789,10.8534486915798,10.902384261882
"C19orf31",13.6612701377775,13.7241776614509,13.6920210426585,13.6920210426585,13.7382924018494,13.7992580468939,13.6612701377775,13.7594207950097,13.6760064913236,13.8832858569523,13.8411068244498,13.7769755562699
"LOC730820",5.99355053070566,6.84428063092545,6.8422670694803,6.40977393071108,6.65664347024421,6.59110219605827,6.93743703756224,6.44786527991321,6.62012000552486,6.9811985117129,6.66533958225828,6.8422670694803
"SNW1",6.94667436757599,7.43968561256217,7.55702940924904,7.29818266103168,7.60662635667822,7.79474971459141,7.75389921693573,7.50843638734811,7.78346682236209,7.84092196314602,7.81120073088764,7.56336467525456
"PRIM1",5.24192394939692,4.65846017498899,5.34872110731034,5.51736279440557,4.82499250254092,5.34751684746504,5.50326083291075,5.57196427743435,5.57541014910388,5.24473862316147,5.36918717240318,4.9706080578729
"TFB2M",5.35958370679696,5.79009713902549,5.88178908516637,5.71203161991482,6.76681803188503,7.5243602632022,6.19116271907542,7.07361283172936,7.51094148028648,6.44844911983119,6.54441126910373,7.20277835248099
"TFB2M",5.08283577693279,4.96068552249403,4.83550770202283,5.41407178878968,6.41067102063563,6.78701430696235,5.85543900564362,6.77629757379698,7.05750732598691,5.96179737003505,6.36107705092583,6.76224329276111
"",8.65468547189475,7.63756366823317,7.19156925949351,6.04928550364311,6.99270796386893,6.96072630386324,6.07927779251545,6.30835825421263,7.0457107652201,5.75262121480857,5.8093717482534,6.15850474728765
"RABL3",5.08401555673446,5.14130587095762,5.08165466282615,5.07368882896097,5.00360571952157,5.15683982955791,5.08593449022322,5.11997258582741,5.05115678524804,5.34149775532381,5.44375009366589,5.29758919279349
"PHB2",5.34794188008377,5.18445488912509,5.45297026055587,5.57031856940457,5.59244778411768,5.8723177657669,5.79159407441912,5.63309302335414,5.88905115643458,5.36928087073346,6.13365504955985,5.7976394925978
"LOC647910",7.44775432049846,7.48624065073097,6.83449400433187,6.29766697530768,5.8559120200233,6.25382720186307,6.30518407149031,5.82280547329849,6.34975779149163,5.21451715637918,5.87535792380024,5.90976585906155
"QPCT",4.75927486612609,4.76624553696338,4.68439527350017,4.91216372333352,4.79945188052546,4.99013894097522,4.73520414651973,5.15992316471895,4.97086303667623,4.8534581808126,4.86618112350534,5.27131830060974
